Id,Nome,Posições,Nacionalidade,Idade,Overral,Potential,Time,Time(Bandeira),Tempo de Contrato,Valor,Salário,Status totais
261171,I. Miramón,"CDM, CM",https://cdn.sofifa.net/flags/ar.png,20,70,80,LOSC Lille,https://cdn.sofifa.net/meta/team/690/30.png,2023 ~ 2028,€3.3M,€11K,1852
261401,Kang Seong Jin,"RM, RW",https://cdn.sofifa.net/flags/kr.png,20,64,81,Seoul,https://cdn.sofifa.net/meta/team/672/30.png,2021 ~ 2026,€1.5M,€2K,1579
261417,K. Mier,GK,https://cdn.sofifa.net/flags/co.png,23,74,82,Atlético Nacional,https://cdn.sofifa.net/meta/team/6597/30.png,2019 ~ 2025,€8M,€4K,1085
261530,Dário Essugo,"CDM, CM",https://cdn.sofifa.net/flags/pt.png,18,69,82,Sporting CP,https://cdn.sofifa.net/meta/team/58/30.png,2021 ~ 2025,€3.1M,€2K,1784
261654,O. El Hilali,"RB, RWB, CB",https://cdn.sofifa.net/flags/ma.png,19,68,80,Espanyol,https://cdn.sofifa.net/meta/team/528/30.png,2023 ~ 2025,€2.7M,€2K,1743
261815,M. Bangré,RM,https://cdn.sofifa.net/flags/bf.png,22,68,80,Toulouse,https://cdn.sofifa.net/meta/team/289/30.png,2021 ~ 2025,€3M,€8K,1696
263227,W. Swedberg,"CM, LW",https://cdn.sofifa.net/flags/se.png,19,69,79,Celta de Vigo,https://cdn.sofifa.net/meta/team/36/30.png,2022 ~ 2027,€3M,€6K,1827
263295,M. Fall,"CB, RB",https://cdn.sofifa.net/flags/sn.png,21,70,80,FC Barcelona,https://cdn.sofifa.net/meta/team/83/30.png,"Jun 30, 2024 On loan",€3.3M,€3K,1620
263421,L. Coulibaly,"RW, ST",https://cdn.sofifa.net/flags/gh.png,20,65,80,Randers,https://cdn.sofifa.net/meta/team/2356/30.png,"Jun 30, 2024 On loan",€1.7M,€3K,1625
263439,Paulo Bernardo,CM,https://cdn.sofifa.net/flags/pt.png,21,67,79,Celtic,https://cdn.sofifa.net/meta/team/53/30.png,"Jun 30, 2024 On loan",€2.5M,€3K,1800
263514,A. Kamara,"CM, CDM",https://cdn.sofifa.net/flags/gn.png,18,62,79,Borussia Dortmund,https://cdn.sofifa.net/meta/team/68/30.png,2021 ~ 2024,€1M,€2K,1672
263635,23 I. Bamba,"23, CB, CDM",https://cdn.sofifa.net/flags/it.png,20,70,83,Vitória SC,https://cdn.sofifa.net/meta/team/830/30.png,2020 ~ 2026,€3.6M,€4K,1761
263804,Y. Konoplia,"RB, RWB",https://cdn.sofifa.net/flags/ua.png,23,68,75,Shakhtar Donetsk,https://cdn.sofifa.net/meta/team/621/30.png,2019 ~ 2026,€2.3M,€500,1692
263914,E. Cashin,CB,https://cdn.sofifa.net/flags/ie.png,21,70,76,Derby County,https://cdn.sofifa.net/meta/team/24/30.png,2018 ~ 2024,€2.3M,€6K,1685
264044,M. Viti,CB,https://cdn.sofifa.net/flags/it.png,21,72,81,Sassuolo,https://cdn.sofifa.net/meta/team/2714/30.png,"Jun 30, 2024 On loan",€4.9M,€18K,1621
264115,D. Williams,"LB, LWB",https://cdn.sofifa.net/flags/gb-eng.png,19,61,76,Chelsea,https://cdn.sofifa.net/meta/team/18/30.png,2022 ~ 2025,€750K,€7K,1504
264170,Luis López,GK,https://cdn.sofifa.net/flags/es.png,22,63,75,Mirandés,https://cdn.sofifa.net/meta/team/6968/30.png,2023 ~ 2025,€1M,€1K,879
264253,B. Kanuric,"CM, CDM",https://cdn.sofifa.net/flags/at.png,20,62,77,Ingolstadt,https://cdn.sofifa.net/meta/team/573/30.png,2023 ~ 2026,€950K,€1K,1662
264290,Pablo Felipe,"RM, ST, RW",https://cdn.sofifa.net/flags/br.png,19,68,81,Famalicão,https://cdn.sofifa.net/meta/team/3161/30.png,2019 ~ 2027,€2.9M,€2K,1686
264325,M. Satriano,ST,https://cdn.sofifa.net/flags/uy.png,22,72,81,Brest,https://cdn.sofifa.net/meta/team/266/30.png,"Jun 30, 2024 On loan",€5.5M,€42K,1709
264337,Rodrigo Muniz,ST,https://cdn.sofifa.net/flags/br.png,22,69,80,Fulham,https://cdn.sofifa.net/meta/team/11/30.png,2021 ~ 2026,€3.2M,€30K,1726
264415,C. Setford,GK,https://cdn.sofifa.net/flags/gb-eng.png,19,60,80,Ajax,https://cdn.sofifa.net/meta/team/629/30.png,2020 ~ 2027,€625K,€750,949
264514,S. Curtis,"RB, CB",https://cdn.sofifa.net/flags/ie.png,17,61,82,St Patrick's,https://cdn.sofifa.net/meta/team/1260/30.png,2021 ~ 2024,€1M,€500,1504
264633,E. Sali,"LW, RW",https://cdn.sofifa.net/flags/ro.png,17,62,79,SSC Farul,https://cdn.sofifa.net/meta/team/134619/30.png,2021 ~ 2025,€1M,€550,1474
264846,Mosquera,"CB, RB",https://cdn.sofifa.net/flags/es.png,19,68,82,Valencia,https://cdn.sofifa.net/meta/team/214/30.png,2021 ~ 2025,€2.7M,€6K,1566
265420,Matheus França,"CAM, LM, RM",https://cdn.sofifa.net/flags/br.png,19,68,85,Crystal Palace,https://cdn.sofifa.net/meta/team/51/30.png,2023 ~ 2028,€3.1M,€9K,1749
265552,D. Ouattara,"RM, LM",https://cdn.sofifa.net/flags/bf.png,21,72,81,AFC Bournemouth,https://cdn.sofifa.net/meta/team/52/30.png,2023 ~ 2028,€5.5M,€23K,1826
265563,F. Fagúndez,"CAM, ST, CF",https://cdn.sofifa.net/flags/uy.png,22,70,79,Nacional,https://cdn.sofifa.net/meta/team/828/30.png,2020 ~ 2024,€3.6M,€500,1778
266039,Pubill,"RB, RWB",https://cdn.sofifa.net/flags/es.png,20,71,81,Almería,https://cdn.sofifa.net/meta/team/618/30.png,2023 ~ 2029,€3.9M,€11K,1847
266236,A. Ibrahimović,"CAM, LM, LW",https://cdn.sofifa.net/flags/de.png,17,60,81,Frosinone,https://cdn.sofifa.net/meta/team/4070/30.png,"Jun 30, 2024 On loan",€775K,€1K,1539
266500,J. Rowe,"LM, RM",https://cdn.sofifa.net/flags/gb-eng.png,20,68,76,Norwich City,https://cdn.sofifa.net/meta/team/33/30.png,2021 ~ 2025,€2.6M,€10K,1743
268443,D. Gore,"CM, CAM",https://cdn.sofifa.net/flags/gb-eng.png,18,61,81,Manchester United,https://cdn.sofifa.net/meta/team/14/30.png,2021 ~ 2024,€900K,€5K,1648
268474,L. Lucca,ST,https://cdn.sofifa.net/flags/it.png,22,72,80,Udinese,https://cdn.sofifa.net/meta/team/346/30.png,"Jun 30, 2024 On loan",€5.5M,€5K,1709
268772,A. Ali,"ST, RM",https://cdn.sofifa.net/flags/qa.png,26,71,72,,https://cdn.sofifa.net/flags/qa.png,Free,€0,€0,1686
268866,Y. Attiat-Allah,LB,https://cdn.sofifa.net/flags/ma.png,28,73,73,,https://cdn.sofifa.net/flags/ma.png,Free,€0,€0,1894
269402,H. Smolčić,CB,https://cdn.sofifa.net/flags/hr.png,22,71,78,Eintracht Frankfurt,https://cdn.sofifa.net/meta/team/366/30.png,2022 ~ 2027,€3.5M,€17K,1564
269922,D. Huseinbašić,"CM, CDM",https://cdn.sofifa.net/flags/de.png,21,69,80,FC Köln,https://cdn.sofifa.net/meta/team/3320/30.png,2022 ~ 2025,€3.1M,€9K,1780
241236,A. Semenyo,ST,https://cdn.sofifa.net/flags/gh.png,23,70,78,AFC Bournemouth,https://cdn.sofifa.net/meta/team/52/30.png,2023 ~ 2027,€3.6M,€23K,1693
241856,Manu Morlanes,"CDM, CM",https://cdn.sofifa.net/flags/es.png,24,74,80,Mallorca,https://cdn.sofifa.net/meta/team/645/30.png,2023 ~ 2028,€6M,€17K,1986
242268,C. Özkan,"RB, CDM, LB",https://cdn.sofifa.net/flags/de.png,23,63,68,DSC Arminia Bielefeld,https://cdn.sofifa.net/meta/team/2927/30.png,2023 ~ 2025,€675K,€1K,1697
242289,C. Hazard,GK,https://cdn.sofifa.net/flags/gb-nir.png,25,65,69,Plymouth Argyle,https://cdn.sofifa.net/meta/team/110/30.png,2023 ~ 2026,€775K,€3K,957
242380,Stephen Eustáquio,"CDM, CM",https://cdn.sofifa.net/flags/ca.png,26,77,80,Porto,https://cdn.sofifa.net/meta/team/652/30.png,2022 ~ 2027,€12.5M,€13K,2026
242602,J. Vagnoman,"RB, RM, RWB",https://cdn.sofifa.net/flags/de.png,22,73,79,VfB Stuttgart,https://cdn.sofifa.net/meta/team/3319/30.png,2022 ~ 2026,€4.6M,€16K,1928
242660,J. Beyer,CB,https://cdn.sofifa.net/flags/de.png,23,75,82,Burnley,https://cdn.sofifa.net/meta/team/27/30.png,2023 ~ 2027,€10.5M,€33K,1777
242664,A. Saelemaekers,"RM, RW",https://cdn.sofifa.net/flags/be.png,24,78,82,Bologna,https://cdn.sofifa.net/meta/team/8513/30.png,"Jun 30, 2024 On loan",€20M,€52K,2019
242794,I. Louza,"CM, CDM",https://cdn.sofifa.net/flags/ma.png,24,73,76,Watford,https://cdn.sofifa.net/meta/team/25/30.png,2021 ~ 2026,€4.1M,€24K,1900
243237,L. Pellegrini,"LB, LWB, LM",https://cdn.sofifa.net/flags/it.png,24,74,78,Lazio,https://cdn.sofifa.net/meta/team/43/30.png,"Jun 30, 2025 On loan",€5.5M,€54K,1871
243526,M. Müldür,"RB, LB, CB",https://cdn.sofifa.net/flags/tr.png,24,72,76,Fenerbahçe,https://cdn.sofifa.net/meta/team/88/30.png,2023 ~ 2027,€3.1M,€18K,1875
243923,L. Costa,CB,https://cdn.sofifa.net/flags/cv.png,22,71,83,Toulouse,https://cdn.sofifa.net/meta/team/289/30.png,2021 ~ 2026,€4.3M,€12K,1494
244050,W. Burger,"CM, CDM",https://cdn.sofifa.net/flags/nl.png,22,70,78,Stoke City,https://cdn.sofifa.net/meta/team/26/30.png,2023 ~ 2027,€3.6M,€14K,1889
244261,L. Majer,"CM, RM",https://cdn.sofifa.net/flags/hr.png,25,79,83,VfL Wolfsburg,https://cdn.sofifa.net/meta/team/510/30.png,2023 ~ 2028,€24.5M,€48K,2073
244621,Vinícius,ST,https://cdn.sofifa.net/flags/br.png,28,75,75,Fulham,https://cdn.sofifa.net/meta/team/11/30.png,2022 ~ 2025,€6M,€71K,1849
244778,Trincão,"RW, RM, LW",https://cdn.sofifa.net/flags/pt.png,23,77,83,Sporting CP,https://cdn.sofifa.net/meta/team/58/30.png,2023 ~ 2026,€16.5M,€14K,1902
244915,M. Salisu,CB,https://cdn.sofifa.net/flags/gh.png,24,76,81,Monaco,https://cdn.sofifa.net/meta/team/6789/30.png,2023 ~ 2028,€10M,€34K,1629
245238,Javi Sánchez,CB,https://cdn.sofifa.net/flags/es.png,26,75,80,Real Valladolid,https://cdn.sofifa.net/meta/team/361/30.png,2020 ~ 2026,€7.5M,€11K,1799
245279,Reguilón,"LB, LWB",https://cdn.sofifa.net/flags/es.png,26,78,81,Manchester United,https://cdn.sofifa.net/meta/team/14/30.png,"Jun 30, 2024 On loan",€17M,€69K,2020
245461,F. Colidio,"LM, ST",https://cdn.sofifa.net/flags/ar.png,23,72,77,River Plate,https://cdn.sofifa.net/meta/team/10002/30.png,2023 ~ 2025,€3.5M,€12K,1837
246159,E. Laird,"RB, RWB",https://cdn.sofifa.net/flags/gb-eng.png,21,71,80,Birmingham City,https://cdn.sofifa.net/meta/team/12/30.png,2023 ~ 2026,€4M,€8K,1848
246762,S. Koita,"ST, CAM",https://cdn.sofifa.net/flags/ml.png,23,75,83,Salzburg,https://cdn.sofifa.net/meta/team/49/30.png,2019 ~ 2024,€12.5M,€18K,1971
246800,T. Buchanan,"RM, LM, RB",https://cdn.sofifa.net/flags/ca.png,24,72,78,Club Brugge,https://cdn.sofifa.net/meta/team/340/30.png,2021 ~ 2025,€3.7M,€14K,1907
246877,G. Gaetano,"CAM, CM",https://cdn.sofifa.net/flags/it.png,23,71,79,Napoli,https://cdn.sofifa.net/meta/team/597/30.png,2016 ~ 2025,€4.2M,€25K,1827
247182,Tuta,CB,https://cdn.sofifa.net/flags/br.png,23,76,80,Eintracht Frankfurt,https://cdn.sofifa.net/meta/team/366/30.png,2019 ~ 2026,€9.5M,€27K,1877
247229,R. Bellanova,"RWB, RM",https://cdn.sofifa.net/flags/it.png,23,73,78,Torino,https://cdn.sofifa.net/meta/team/613/30.png,2023 ~ 2027,€4.3M,€25K,1708
247793,Jaime Seoane,"CM, CAM, CDM",https://cdn.sofifa.net/flags/es.png,26,71,74,Real Oviedo,https://cdn.sofifa.net/meta/team/93/30.png,2023 ~ 2025,€2.4M,€7K,2038
247888,S. Esposito,"ST, CAM",https://cdn.sofifa.net/flags/it.png,20,69,78,Sampdoria,https://cdn.sofifa.net/meta/team/522/30.png,"Jun 30, 2024 On loan",€3.1M,€24K,1824
248149,M. Karbownik,LB,https://cdn.sofifa.net/flags/pl.png,22,73,81,Hertha BSC,https://cdn.sofifa.net/meta/team/3317/30.png,2023 ~ 2026,€6.5M,€10K,1834
248356,T. Ballo,"CAM, RM, CM",https://cdn.sofifa.net/flags/at.png,21,66,75,Wolfsberger AC,https://cdn.sofifa.net/meta/team/3787/30.png,2022 ~ 2024,€1.9M,€3K,1735
248386,Gustavo Assunção,"CDM, CM",https://cdn.sofifa.net/flags/br.png,23,70,77,Famalicão,https://cdn.sofifa.net/meta/team/3161/30.png,2019 ~ 2025,€3M,€5K,1843
248484,N. Collins,"CB, RB",https://cdn.sofifa.net/flags/ie.png,22,76,83,Brentford,https://cdn.sofifa.net/meta/team/236/30.png,2023 ~ 2029,€14M,€38K,1625
248564,Z. Aboukhlal,"RM, LM",https://cdn.sofifa.net/flags/ma.png,23,75,81,Toulouse,https://cdn.sofifa.net/meta/team/289/30.png,2022 ~ 2026,€9M,€19K,1903
248712,Oh Hyeon Gyu,ST,https://cdn.sofifa.net/flags/kr.png,22,71,80,Celtic,https://cdn.sofifa.net/meta/team/53/30.png,2023 ~ 2028,€4.2M,€29K,1780
250813,L. Greiml,CB,https://cdn.sofifa.net/flags/at.png,21,67,78,Schalke 04,https://cdn.sofifa.net/meta/team/67/30.png,2022 ~ 2025,€2.1M,€3K,1493
250997,José Gragera,"CDM, CM, CB",https://cdn.sofifa.net/flags/es.png,23,71,80,Espanyol,https://cdn.sofifa.net/meta/team/528/30.png,2023 ~ 2028,€3.9M,€6K,1813
251002,S. Conteh,"ST, RM",https://cdn.sofifa.net/flags/de.png,26,68,69,Paderborn,https://cdn.sofifa.net/meta/team/2642/30.png,2022 ~ 2025,€1.4M,€9K,1731
251182,Iago,"LB, LM",https://cdn.sofifa.net/flags/br.png,26,75,78,FC Augsburg,https://cdn.sofifa.net/meta/team/90/30.png,2019 ~ 2024,€7M,€23K,1944
251412,S. Weissman,ST,https://cdn.sofifa.net/flags/il.png,27,74,74,Granada,https://cdn.sofifa.net/meta/team/103/30.png,2023 ~ 2026,€4.6M,€19K,1868
251528,Z. Sanusi,LB,https://cdn.sofifa.net/flags/ng.png,26,76,78,Porto,https://cdn.sofifa.net/meta/team/652/30.png,2020 ~ 2027,€8.5M,€12K,1778
252017,F. Daniliuc,"CB, RB",https://cdn.sofifa.net/flags/at.png,22,73,79,Salernitana,https://cdn.sofifa.net/meta/team/7743/30.png,2022 ~ 2026,€4.4M,€20K,1681
252033,Tomás Esteves,RB,https://cdn.sofifa.net/flags/pt.png,21,67,77,Pisa,https://cdn.sofifa.net/meta/team/1072/30.png,2023 ~ 2026,€2.2M,€1K,1635
252327,Manu Sánchez,"LB, LWB, LM",https://cdn.sofifa.net/flags/es.png,22,74,82,Celta de Vigo,https://cdn.sofifa.net/meta/team/36/30.png,2023 ~ 2028,€9M,€16K,1743
252483,A. Doughty,"LWB, RWB",https://cdn.sofifa.net/flags/gb-eng.png,23,72,78,Luton Town,https://cdn.sofifa.net/meta/team/115/30.png,2022 ~ 2025,€3.5M,€25K,1751
252541,J. Chotard,"CDM, CM",https://cdn.sofifa.net/flags/fr.png,21,74,80,Montpellier,https://cdn.sofifa.net/meta/team/581/30.png,2019 ~ 2024,€6M,€14K,1907
252931,L. Ivanušec,"CAM, LW, CM",https://cdn.sofifa.net/flags/hr.png,24,76,81,Feyenoord,https://cdn.sofifa.net/meta/team/73/30.png,2023 ~ 2028,€11.5M,€15K,2075
252975,B. Traoré,"CDM, CM",https://cdn.sofifa.net/flags/ml.png,21,68,79,Wolverhampton Wanderers,https://cdn.sofifa.net/meta/team/29/30.png,2023 ~ 2027,€2.6M,€15K,1785
253036,N. Mbuku,"CF, RM, CAM",https://cdn.sofifa.net/flags/fr.png,21,71,80,FC Augsburg,https://cdn.sofifa.net/meta/team/90/30.png,2023 ~ 2027,€4.2M,€14K,1793
253138,T. Tsingaras,"CDM, CM",https://cdn.sofifa.net/flags/gr.png,22,70,80,PAOK,https://cdn.sofifa.net/meta/team/649/30.png,2019 ~ 2024,€3.4M,€600,1831
253150,M. Trésor,"LM, CAM",https://cdn.sofifa.net/flags/be.png,24,78,82,Burnley,https://cdn.sofifa.net/meta/team/27/30.png,"Jun 30, 2024 On loan",€20M,€17K,1930
254267,B. Białek,ST,https://cdn.sofifa.net/flags/pl.png,21,68,79,AS Eupen,https://cdn.sofifa.net/meta/team/2412/30.png,"Jun 30, 2024 On loan",€2.7M,€13K,1638
254273,A. Beka Beka,"CDM, CM, CB",https://cdn.sofifa.net/flags/fr.png,22,70,78,Nice,https://cdn.sofifa.net/meta/team/450/30.png,2022 ~ 2027,€3.4M,€16K,1858
255000,T. Moffi,ST,https://cdn.sofifa.net/flags/ng.png,24,77,81,Nice,https://cdn.sofifa.net/meta/team/450/30.png,2023 ~ 2027,€15.5M,€39K,1784
255206,J. Stansfield,ST,https://cdn.sofifa.net/flags/gb-eng.png,20,65,79,Birmingham City,https://cdn.sofifa.net/meta/team/12/30.png,"Jun 30, 2024 On loan",€1.7M,€14K,1604
255340,E. Martínez,CDM,https://cdn.sofifa.net/flags/uy.png,23,73,80,Midtjylland,https://cdn.sofifa.net/meta/team/939/30.png,2022 ~ 2027,€5.5M,€17K,1848
255687,D. Zima,CB,https://cdn.sofifa.net/flags/cz.png,22,73,80,Torino,https://cdn.sofifa.net/meta/team/613/30.png,2021 ~ 2025,€5.5M,€25K,1713
255874,F. Pereira,"CB, RB",https://cdn.sofifa.net/flags/uy.png,23,72,82,Liverpool,https://cdn.sofifa.net/meta/team/976/30.png,2019 ~ 2027,€4.9M,€600,1769
255917,Goh Young Jun,"CAM, LM",https://cdn.sofifa.net/flags/kr.png,21,71,81,Pohang Steelers,https://cdn.sofifa.net/meta/team/1506/30.png,2020 ~ 2024,€4.2M,€4K,1791
256115,L. Samardžić,"CM, CAM",https://cdn.sofifa.net/flags/rs.png,21,73,80,Udinese,https://cdn.sofifa.net/meta/team/346/30.png,2021 ~ 2026,€6M,€11K,1915
256408,S. Simón,"RM, CM, RB",https://cdn.sofifa.net/flags/ar.png,21,72,79,River Plate,https://cdn.sofifa.net/meta/team/10002/30.png,2021 ~ 2024,€4.8M,€10K,1955
223710,V. Muriqi,ST,https://cdn.sofifa.net/flags/xk.png,29,80,80,Mallorca,https://cdn.sofifa.net/meta/team/645/30.png,2022 ~ 2027,€21M,€38K,1804
224423,M. Wittek,"LWB, LM",https://cdn.sofifa.net/flags/de.png,27,73,73,VfL Bochum 1848,https://cdn.sofifa.net/meta/team/999/30.png,2023 ~ 2026,€2.9M,€18K,2041
224574,O. Pineda,"CAM, LM, CM",https://cdn.sofifa.net/flags/mx.png,27,77,78,AEK Athens,https://cdn.sofifa.net/meta/team/781/30.png,2023 ~ 2027,€12M,€1K,2088
225263,D. Ćaleta-Car,CB,https://cdn.sofifa.net/flags/hr.png,26,76,79,Olympique Lyonnais,https://cdn.sofifa.net/meta/team/79/30.png,"Jun 30, 2024 On loan",€8.5M,€38K,1677
225309,N. Amiri,"CAM, CM",https://cdn.sofifa.net/flags/de.png,26,77,79,Bayer 04 Leverkusen,https://cdn.sofifa.net/meta/team/3321/30.png,2019 ~ 2024,€13M,€47K,2019
225663,A. Golovin,"CF, LM",https://cdn.sofifa.net/flags/ru.png,27,80,80,Monaco,https://cdn.sofifa.net/meta/team/6789/30.png,2018 ~ 2026,€23M,€63K,2126
225719,K. Iheanacho,ST,https://cdn.sofifa.net/flags/ng.png,26,76,77,Leicester City,https://cdn.sofifa.net/meta/team/42/30.png,2017 ~ 2024,€9M,€45K,1931
225782,A. Maitland-Niles,"CM, RB",https://cdn.sofifa.net/flags/gb-eng.png,25,72,74,Olympique Lyonnais,https://cdn.sofifa.net/meta/team/79/30.png,2023 ~ 2027,€2.9M,€22K,1937
225793,B. Godfrey,"CB, LB, RB",https://cdn.sofifa.net/flags/gb-eng.png,25,75,77,Everton,https://cdn.sofifa.net/meta/team/13/30.png,2020 ~ 2025,€6M,€31K,1822
225951,D. Bouanga,"LW, ST",https://cdn.sofifa.net/flags/ga.png,28,78,78,Los Angeles FC,https://cdn.sofifa.net/meta/team/147671/30.png,2022 ~ 2023,€14M,€12K,1991
225953,S. Bergwijn,"LW, RW",https://cdn.sofifa.net/flags/nl.png,25,79,80,Ajax,https://cdn.sofifa.net/meta/team/629/30.png,2022 ~ 2027,€21M,€21K,2024
226271,Fabián Ruiz,"CM, CDM",https://cdn.sofifa.net/flags/es.png,27,80,80,Paris Saint Germain,https://cdn.sofifa.net/meta/team/591/30.png,2022 ~ 2027,€22.5M,€83K,2091
226300,U. Çakır,GK,https://cdn.sofifa.net/flags/tr.png,27,78,80,Trabzonspor,https://cdn.sofifa.net/meta/team/688/30.png,2014 ~ 2027,€13M,€38K,1332
226508,G. Taylor,LB,https://cdn.sofifa.net/flags/gb-sct.png,25,75,78,Celtic,https://cdn.sofifa.net/meta/team/53/30.png,2019 ~ 2025,€7M,€40K,1971
227890,Nuno Santos,"LW, LWB",https://cdn.sofifa.net/flags/pt.png,28,80,80,Sporting CP,https://cdn.sofifa.net/meta/team/58/30.png,2020 ~ 2027,€21M,€20K,2163
228092,S. Berge,CM,https://cdn.sofifa.net/flags/no.png,25,75,79,Burnley,https://cdn.sofifa.net/meta/team/27/30.png,2023 ~ 2027,€8M,€40K,1996
228302,Pedraza,LB,https://cdn.sofifa.net/flags/es.png,27,78,79,Villarreal,https://cdn.sofifa.net/meta/team/3477/30.png,2014 ~ 2026,€15M,€31K,2092
228509,J. Reine-Adélaïde,CM,https://cdn.sofifa.net/flags/fr.png,25,72,74,RWDM,https://cdn.sofifa.net/meta/team/8307/30.png,2023 ~ 2024,€2.9M,€14K,1895
229148,23 Dalbert,"23, LWB, LM",https://cdn.sofifa.net/flags/br.png,28,70,70,Inter,https://cdn.sofifa.net/meta/team/2930/30.png,2017 ~ 2023,€1.4M,€27K,1861
229905,A. Bardakçı,CB,https://cdn.sofifa.net/flags/tr.png,28,78,78,Galatasaray,https://cdn.sofifa.net/meta/team/34/30.png,2022 ~ 2025,€12M,€41K,1807
230625,Matheus Reis,"CB, LB, LWB",https://cdn.sofifa.net/flags/br.png,28,79,80,Sporting CP,https://cdn.sofifa.net/meta/team/58/30.png,2021 ~ 2026,€16.5M,€16K,1973
230978,T. Awoniyi,ST,https://cdn.sofifa.net/flags/ng.png,25,77,80,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/30.png,2022 ~ 2027,€14M,€63K,1817
231628,Rafa Mir,ST,https://cdn.sofifa.net/flags/es.png,26,77,80,Sevilla,https://cdn.sofifa.net/meta/team/676/30.png,2021 ~ 2027,€14M,€29K,1966
231652,S. Banza,ST,https://cdn.sofifa.net/flags/fr.png,26,78,79,Sporting Braga,https://cdn.sofifa.net/meta/team/884/30.png,2022 ~ 2027,€17M,€19K,1810
231873,Joni Montiel,"CAM, ST, CM",https://cdn.sofifa.net/flags/es.png,24,75,80,Real Valladolid,https://cdn.sofifa.net/meta/team/361/30.png,"Jun 30, 2024 On loan",€8.5M,€17K,1943
232770,S. Colombatto,"CDM, CM",https://cdn.sofifa.net/flags/ar.png,26,72,75,Real Oviedo,https://cdn.sofifa.net/meta/team/93/30.png,2021 ~ 2025,€2.8M,€8K,2007
233276,A. Dozzell,"CM, CDM",https://cdn.sofifa.net/flags/gb-eng.png,24,67,73,Queens Park Rangers,https://cdn.sofifa.net/meta/team/47/30.png,2021 ~ 2024,€1.6M,€6K,1859
233500,L. Sinisterra,"LM, RM, CAM",https://cdn.sofifa.net/flags/co.png,24,78,82,AFC Bournemouth,https://cdn.sofifa.net/meta/team/52/30.png,"Jun 30, 2024 On loan",€20M,€41K,2003
233795,B. Brereton Díaz,"LM, ST",https://cdn.sofifa.net/flags/cl.png,24,74,80,Villarreal,https://cdn.sofifa.net/meta/team/3477/30.png,2023 ~ 2027,€6.5M,€23K,1937
234298,N. Alho,"RB, RWB, RM",https://cdn.sofifa.net/flags/fi.png,30,67,67,,https://cdn.sofifa.net/flags/fi.png,Free,€0,€0,1829
234575,Diogo Leite,CB,https://cdn.sofifa.net/flags/pt.png,24,76,80,FC Union Berlin,https://cdn.sofifa.net/meta/team/1079/30.png,2023 ~ 2026,€9.5M,€25K,1648
234612,J. Ikoné,"RW, RM",https://cdn.sofifa.net/flags/fr.png,25,77,80,Fiorentina,https://cdn.sofifa.net/meta/team/109/30.png,2022 ~ 2026,€14M,€51K,1914
234642,É. Mendy,GK,https://cdn.sofifa.net/flags/sn.png,31,82,82,Al Ahli Jeddah,https://cdn.sofifa.net/meta/team/9908/30.png,2023 ~ 2026,€16M,€38K,1234
234730,V. Rosier,RB,https://cdn.sofifa.net/flags/fr.png,26,76,77,Beşiktaş,https://cdn.sofifa.net/meta/team/554/30.png,2021 ~ 2025,€8M,€23K,1959
234741,G. Hamer,"CM, CDM, CAM",https://cdn.sofifa.net/flags/nl.png,26,75,77,Sheffield United,https://cdn.sofifa.net/meta/team/21/30.png,2023 ~ 2027,€7M,€32K,2099
235026,O. Richards,"LB, LWB",https://cdn.sofifa.net/flags/gb-eng.png,25,72,77,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/30.png,2022 ~ 2026,€3.2M,€35K,1743
235374,M. Lazzari,RB,https://cdn.sofifa.net/flags/it.png,29,79,79,Lazio,https://cdn.sofifa.net/meta/team/43/30.png,2019 ~ 2027,€15.5M,€51K,2059
235405,D. O'Shea,"CB, RB",https://cdn.sofifa.net/flags/ie.png,24,72,78,Burnley,https://cdn.sofifa.net/meta/team/27/30.png,2023 ~ 2027,€3.4M,€25K,1621
235688,23 Lucas Veríssimo,"23, CB",https://cdn.sofifa.net/flags/br.png,26,76,79,Benfica,https://cdn.sofifa.net/meta/team/605/30.png,2021 ~ 2026,€8.5M,€12K,1743
236477,A. Claude-Maurice,"CM, LW",https://cdn.sofifa.net/flags/fr.png,25,75,77,Nice,https://cdn.sofifa.net/meta/team/450/30.png,2019 ~ 2024,€7M,€35K,2091
236632,David Neres,"RM, LM",https://cdn.sofifa.net/flags/br.png,26,80,81,Benfica,https://cdn.sofifa.net/meta/team/605/30.png,2022 ~ 2027,€25M,€18K,1990
236792,T. Souček,"CDM, CM",https://cdn.sofifa.net/flags/cz.png,28,79,80,West Ham United,https://cdn.sofifa.net/meta/team/1/30.png,2020 ~ 2028,€17M,€69K,2030
236935,H. Wolf,"LM, CAM, LB",https://cdn.sofifa.net/flags/at.png,24,71,76,Borussia Mönchengladbach,https://cdn.sofifa.net/meta/team/683/30.png,2021 ~ 2024,€2.8M,€15K,1850
237000,R. Cannon,"CB, RWB, RB",https://cdn.sofifa.net/flags/us.png,25,73,76,Queens Park Rangers,https://cdn.sofifa.net/meta/team/47/30.png,2023 ~ 2027,€3.6M,€14K,1831
237055,O. Zubkov,"RM, CAM, LM",https://cdn.sofifa.net/flags/ua.png,26,73,73,Shakhtar Donetsk,https://cdn.sofifa.net/meta/team/621/30.png,2022 ~ 2027,€3.3M,€850,1695
